method,reporting_rate,rate_label,R0_value,n_obs,mean_rt,median_rt,sd_rt,bias,abs_bias,rmse
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,1.5,64,1.1990493184641173,1.1323566004194159,0.6095015909415654,-0.30095068153588267,0.30095068153588267,0.6754694194546907
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,2,64,0.8594409898125294,0.41430325142578783,0.7830600039182362,-1.1405590101874705,1.1405590101874705,1.3800278408619586
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,3,64,0.42193548590888597,0.1082971532435818,0.6564955290824053,-2.578064514091114,2.578064514091114,2.659072931744849
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
ABM,1,100%,5,64,0.0911230337431571,0.02671881977484518,0.23259076724777844,-4.908876966256843,4.908876966256843,4.914298143818722
